site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
NONO,NONO0xNOR,NOR,EU,100.000,515640,0,3120
NOPG,NOPG0xNOR,NOR,EU,100.000,515640,0,3120
NORO,NORO0xNOR,NOR,EU,100.000,515640,0,3120
NOSE,NOSE0xNOR,NOR,EU,100.000,515640,0,3120
NOSV,NOSV0xNOR,NOR,EU,100.000,515640,0,3120
NOTR,NOTR0xNOR,NOR,EU,100.000,515640,0,3120
NOVA,NOVA0xNOR,NOR,EU,100.000,515640,0,3120
NOVI,NOVI0xNOR,NOR,EU,100.000,515640,0,3120
PRAC,PRAC0xPRT,PRT,EU,100.000,515640,0,3120
PRBR,PRBR0xPRT,PRT,EU,100.000,515640,0,3120
PRGU,PRGU0xPRT,PRT,EU,100.000,515640,0,3120
PRLA,PRLA0xPRT,PRT,EU,100.000,515640,0,3120
PRLB,PRLB0xPRT,PRT,EU,100.000,515640,0,3120
PRLE,PRLE0xPRT,PRT,EU,100.000,515640,0,3120
PRMA,PRMA0xPRT,PRT,EU,100.000,515640,0,3120
PRMD,PRMD0xPRT,PRT,EU,100.000,515640,0,3120
ROBC,ROBC0xROU,ROU,EU,99.884,515040,600,3120
ROBO,ROBO0xROU,ROU,EU,100.000,515640,0,3120
ROBR,ROBR0xROU,ROU,EU,100.000,515640,0,3120
RODE,RODE0xROU,ROU,EU,99.884,515040,600,3120
ROMA,ROMA0xROU,ROU,EU,100.000,515640,0,3120
RONA,RONA0xROU,ROU,EU,0.000,0,515640,3120
ROSG,ROSG0xROU,ROU,EU,100.000,515640,0,3120
ROSI,ROSI0xROU,ROU,EU,100.000,515640,0,3120
ROTM,ROTM0xROU,ROU,EU,100.000,515640,0,3120
ROTU,ROTU0xROU,ROU,EU,100.000,515640,0,3120
SVBB,SVBB0xSVK,SVK,EU,100.000,515640,0,3120
SVKE,SVKE0xSVK,SVK,EU,87.608,451740,63900,3120
SWGA,SWGA0xSWE,SWE,EU,100.000,515640,0,3120
SWGO,SWGO0xSWE,SWE,EU,100.000,515640,0,3120
SWGV,SWGV0xSWE,SWE,EU,100.000,515640,0,3120
SWHU,SWHU0xSWE,SWE,EU,100.000,515640,0,3120
SWJO,SWJO0xSWE,SWE,EU,100.000,515640,0,3120
SWKA,SWKA0xSWE,SWE,EU,100.000,515640,0,3120
SWKR,SWKR0xSWE,SWE,EU,100.000,515640,0,3120
SWLJ,SWLJ0xSWE,SWE,EU,100.000,515640,0,3120
SWLU,SWLU0xSWE,SWE,EU,100.000,515640,0,3120
SWMA,SWMA0xSWE,SWE,EU,100.000,515640,0,3120
SWNO,SWNO0xSWE,SWE,EU,100.000,515640,0,3120
SWNY,SWNY0xSWE,SWE,EU,100.000,515640,0,3120
SWOB,SWOB0xSWE,SWE,EU,100.000,515640,0,3120
SWOK,SWOK0xSWE,SWE,EU,100.000,515640,0,3120
SWOS,SWOS0xSWE,SWE,EU,100.000,515640,0,3120
SWSG,SWSG0xSWE,SWE,EU,100.000,515640,0,3120
SWSK,SWSK0xSWE,SWE,EU,100.000,515640,0,3120
SWST,SWST0xSWE,SWE,EU,100.000,515640,0,3120
SWUD,SWUD0xSWE,SWE,EU,100.000,515640,0,3120
SWVA,SWVA0xSWE,SWE,EU,100.000,515640,0,3120
