site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
INFW,INFW0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
INSG,INSG0xUSA,USA,NA,99.930,2661660,1860,16620,outage-no-cellular,2661660,1860,0,0,
INVO,INVO0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
KSAB,KSAB0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
KSGL,KSGL0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
KSHU,KSHU0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,14400,1,13530
KSKA,KSKA0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
KYME,KYME0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
KYPD,KYPD0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
LAB0,LAB00xUSA,USA,NA,100.000,15981120,0,99720,brief-failover,15981120,0,28800,2,2684
LADE,LADE0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
LAOD,LAOD0xUSA,USA,NA,99.955,2662320,1200,16620,outage-no-cellular,2662320,1200,0,0,
LARS,LARS0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
LASP,LASP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
LVVM,LVVM0xLVA,LVA,EU,100.000,2663520,0,16620,brief-failover,2663520,0,57600,4,8576
MASG,MASG0xUSA,USA,NA,99.326,2645580,17940,16620,outage-no-cellular,2645580,17940,0,0,
MDBA,MDBA0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MDFL,MDFL0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,28800,2,22501
MEEW,MEEW0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
MEMW,MEMW0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,43200,3,11700
MEPL,MEPL0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MIAL,MIAL0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
MIDB,MIDB0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MIGB,MIGB0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
MIGR,MIGR0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
MIMI,MIMI0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
MIMK,MIMK0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MINB,MINB0xUSA,USA,NA,99.200,2642220,21300,16620,outage-no-cellular,2642220,21300,0,0,
MIPT,MIPT0xUSA,USA,NA,99.581,2652360,11160,16620,flapping,2652360,11160,31748,5,5719
MIUP,MIUP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MNAE,MNAE0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MNAS,MNAS0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
MNGM,MNGM0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,57600,4,1970
MNMH,MNMH0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MNSC,MNSC0xUSA,USA,NA,99.885,2660460,3060,16620,outage-no-cellular,2660460,3060,0,0,
MNSP,MNSP0xUSA,USA,NA,99.628,2653620,9900,16620,outage-no-cellular,2653620,9900,0,0,
MNWN,MNWN0xUSA,USA,NA,99.475,2649540,13980,16620,flapping,2649540,13980,385728,47,6032
