site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
DTVD,DTVD0xDEU,DEU,EU,100.000,2578260,0,15420
DTVR,DTVR0xDEU,DEU,EU,100.000,2578260,0,15420
DTWL,DTWL0xDEU,DEU,EU,100.000,2578260,0,15420
DTWR,DTWR0xDEU,DEU,EU,100.000,2578260,0,15420
DTZU,DTZU0xDEU,DEU,EU,100.000,2578260,0,15420
ESAC,ESAC0xESP,ESP,EU,100.000,2578260,0,15420
ESAM,ESAM0xESP,ESP,EU,92.004,2089140,181560,63600
ESBN,ESBN0xESP,ESP,EU,99.977,2577660,600,15420
ESCB,ESCB0xESP,ESP,EU,99.977,2577660,600,15420
ESCD,ESCD0xESP,ESP,EU,100.000,2578260,0,15420
ESCM,ESCM0xESP,ESP,EU,100.000,2578260,0,15420
ESCO,ESCO0xESP,ESP,EU,99.928,2576400,1860,15420
ESCU,ESCU0xESP,ESP,EU,100.000,2578260,0,15420
ESEI,ESEI0xESP,ESP,EU,100.000,2578260,0,15420
ESGC,ESGC0xESP,ESP,EU,100.000,2578260,0,15420
ESGU,ESGU0xESP,ESP,EU,99.679,2569980,8280,15420
ESHU,ESHU0xESP,ESP,EU,99.977,2577660,600,15420
ESME,ESME0xESP,ESP,EU,100.000,2578260,0,15420
ESMG,ESMG0xESP,ESP,EU,100.000,2578260,0,15420
ESML,ESML0xESP,ESP,EU,100.000,2578260,0,15420
ESMR,ESMR0xESP,ESP,EU,100.000,2578260,0,15420
ESMU,ESMU0xESP,ESP,EU,100.000,2578260,0,15420
ESMZ,ESMZ0xESP,ESP,EU,100.000,2578260,0,15420
ESNM,ESNM0xESP,ESP,EU,99.951,2577000,1260,15420
ESOV,ESOV0xESP,ESP,EU,100.000,2578260,0,15420
ESPI,ESPI0xESP,ESP,EU,100.000,381780,0,50400
ESSC,ESSC0xESP,ESP,EU,100.000,2578260,0,15420
ESSE,ESSE0xESP,ESP,EU,99.977,2577660,600,15420
ESTA,ESTA0xESP,ESP,EU,99.974,2577600,660,15420
ESVA,ESVA0xESP,ESP,EU,92.548,2386140,192120,15420
ESVI,ESVI0xESP,ESP,EU,100.000,2578260,0,15420
ESZA,ESZA0xESP,ESP,EU,100.000,2578260,0,15420
FIEK,FIEK0xFIN,FIN,EU,100.000,2578260,0,15420
FIHA,FIHA0xFIN,FIN,EU,100.000,2578260,0,15420
FIII,FIII0xFIN,FIN,EU,100.000,2578260,0,15420
FIIV,FIIV0xFIN,FIN,EU,100.000,2578260,0,15420
FIJM,FIJM0xFIN,FIN,EU,0.000,0,2578260,15420
FIJO,FIJO0xFIN,FIN,EU,100.000,2578260,0,15420
FIKL,FIKL0xFIN,FIN,EU,100.000,2578260,0,15420
FIKM,FIKM0xFIN,FIN,EU,100.000,2578260,0,15420
FILA,FILA0xFIN,FIN,EU,100.000,2578260,0,15420
FILV,FILV0xFIN,FIN,EU,100.000,2578260,0,15420
FIMU,FIMU0xFIN,FIN,EU,100.000,2578260,0,15420
FINA,FINA0xFIN,FIN,EU,100.000,2578260,0,15420
FISU,FISU0xFIN,FIN,EU,100.000,2578260,0,15420
FITA,FITA0xFIN,FIN,EU,100.000,2578260,0,15420
FIUU,FIUU0xFIN,FIN,EU,100.000,2578260,0,15420
FRAC,FRAC0xFRA,FRA,EU,100.000,2578260,0,15420
FRAR,FRAR0xFRA,FRA,EU,100.000,2578260,0,15420
FRBD,FRBD0xFRA,FRA,EU,100.000,2578260,0,15420
FRBE,FRBE0xFRA,FRA,EU,94.254,2430120,148140,15420
FRBY,FRBY0xFRA,FRA,EU,100.000,2578260,0,15420
FRCB,FRCB0xFRA,FRA,EU,100.000,2578260,0,15420
FRCH,FRCH0xFRA,FRA,EU,98.152,2530620,47640,15420
FRCO,FRCO0xFRA,FRA,EU,100.000,2578260,0,15420
FRDI,FRDI0xFRA,FRA,EU,100.000,2578260,0,15420
FRDL,FRDL0xFRA,FRA,EU,100.000,2578260,0,15420
FRDU,FRDU0xFRA,FRA,EU,99.974,2577600,660,15420
FRGE,FRGE0xFRA,FRA,EU,99.951,2577000,1260,15420
FRHR,FRHR0xFRA,FRA,EU,100.000,2578260,0,15420
FRHV,FRHV0xFRA,FRA,EU,99.974,2577600,660,15420
FRLA,FRLA0xFRA,FRA,EU,100.000,2578260,0,15420
FRLM,FRLM0xFRA,FRA,EU,99.977,2577660,600,15420
FRLO,FRLO0xFRA,FRA,EU,100.000,2578260,0,15420
FRMC,FRMC0xFRA,FRA,EU,99.977,2577660,600,15420
FRMG,FRMG0xFRA,FRA,EU,82.246,2120520,457740,15420
FRMO,FRMO0xFRA,FRA,EU,100.000,2578260,0,15420
FRNA,FRNA0xFRA,FRA,EU,100.000,2578260,0,15420
FRNI,FRNI0xFRA,FRA,EU,100.000,2578260,0,15420
FRPE,FRPE0xFRA,FRA,EU,100.000,2578260,0,15420
FRPT,FRPT0xFRA,FRA,EU,100.000,2578260,0,15420
FRRF,FRRF0xFRA,FRA,EU,100.000,2578260,0,15420
FRRO,FRRO0xFRA,FRA,EU,100.000,2578260,0,15420
FRSG,FRSG0xFRA,FRA,EU,100.000,2578260,0,15420
FRVA,FRVA0xFRA,FRA,EU,99.735,2571420,6840,15420
GBCC,GBCC0xGBR,GBR,EU,100.000,2578260,0,15420
GBCD,GBCD0xGBR,GBR,EU,100.000,2578260,0,15420
GBCT,GBCT0xGBR,GBR,EU,99.977,2577660,600,15420
GBDB,GBDB0xGBR,GBR,EU,100.000,2578260,0,15420
GBGY,GBGY0xGBR,GBR,EU,100.000,2578260,0,15420
GBKS,GBKS0xGBR,GBR,EU,100.000,2578260,0,15420
GBLH,GBLH0xGBR,GBR,EU,100.000,2578260,0,15420
GBLP,GBLP0xGBR,GBR,EU,100.000,2578260,0,15420
GBNQ,GBNQ0xGBR,GBR,EU,100.000,2578260,0,15420
GBOB,GBOB0xGBR,GBR,EU,100.000,2578260,0,15420
GBPH,GBPH0xGBR,GBR,EU,98.252,2533200,45060,15420
GBSA,GBSA0xGBR,GBR,EU,99.977,2577660,600,15420
GBSB,GBSB0xGBR,GBR,EU,99.881,2575200,3060,15420
GBTA,GBTA0xGBR,GBR,EU,100.000,2578260,0,15420
GBUS,GBUS0xGBR,GBR,EU,99.977,2577660,600,15420
GBWH,GBWH0xGBR,GBR,EU,100.000,2578260,0,15420
GRCH,GRCH0xGRC,GRC,EU,100.000,2578260,0,15420
GRFO,GRFO0xGRC,GRC,EU,99.977,2577660,600,15420
GRHK,GRHK0xGRC,GRC,EU,99.951,2577000,1260,15420
GRIG,GRIG0xGRC,GRC,EU,99.977,2577660,600,15420
GRKE,GRKE0xGRC,GRC,EU,100.000,2578260,0,15420
GRKL,GRKL0xGRC,GRC,EU,99.977,2577660,600,15420
GRKV,GRKV0xGRC,GRC,EU,100.000,2578260,0,15420
GRLB,GRLB0xGRC,GRC,EU,100.000,2578260,0,15420
GRNX,GRNX0xGRC,GRC,EU,99.977,2577660,600,15420
GROS,GROS0xGRC,GRC,EU,99.977,2577660,600,15420
GRPS,GRPS0xGRC,GRC,EU,99.758,2572020,6240,15420
GRRO,GRRO0xGRC,GRC,EU,99.977,2577660,600,15420
GRSA,GRSA0xGRC,GRC,EU,99.974,2577600,660,15420
GRTA,GRTA0xGRC,GRC,EU,100.000,2578260,0,15420
GRVO,GRVO0xGRC,GRC,EU,100.000,2578260,0,15420
HRLA,HRLA0xHRV,HRV,EU,100.000,2578260,0,15420
HRPL,HRPL0xHRV,HRV,EU,58.356,1504560,1073700,15420
HRSB,HRSB0xHRV,HRV,EU,100.000,2578260,0,15420
HRVV,HRVV0xHRV,HRV,EU,100.000,2578260,0,15420
HUBU,HUBU0xHUN,HUN,EU,99.977,2577660,600,15420
HUNY,HUNY0xHUN,HUN,EU,99.977,2577660,600,15420
HUSZ,HUSZ0xHUN,HUN,EU,100.000,2578260,0,15420
HUVE,HUVE0xHUN,HUN,EU,99.977,2577660,600,15420
IRBA,IRBA0xIRL,IRL,EU,100.000,2578260,0,15420
IRCO,IRCO0xIRL,IRL,EU,28.442,733320,1844940,15420
IRDU,IRDU0xIRL,IRL,EU,100.000,2578260,0,15420
IREN,IREN0xIRL,IRL,EU,100.000,2578260,0,15420
IRLD,IRLD0xIRL,IRL,EU,100.000,2578260,0,15420
IRWA,IRWA0xIRL,IRL,EU,99.974,2577600,660,15420
ITAL,ITAL0xITA,ITA,EU,97.975,2526060,52200,15420
ITAN,ITAN0xITA,ITA,EU,100.000,2578260,0,15420
ITAP,ITAP0xITA,ITA,EU,100.000,2578260,0,15420
ITBI,ITBI0xITA,ITA,EU,100.000,2578260,0,15420
ITCA,ITCA0xITA,ITA,EU,100.000,2578260,0,15420
ITCI,ITCI0xITA,ITA,EU,99.926,2576340,1920,15420
ITDO,ITDO0xITA,ITA,EU,99.812,2573400,4860,15420
ITFO,ITFO0xITA,ITA,EU,99.977,2577660,600,15420
ITLE,ITLE0xITA,ITA,EU,99.953,2577060,1200,15420
ITMA,ITMA0xITA,ITA,EU,100.000,2578260,0,15420
ITMI,ITMI0xITA,ITA,EU,100.000,2578260,0,15420
ITMS,ITMS0xITA,ITA,EU,75.604,1949280,628980,15420
ITPT,ITPT0xITA,ITA,EU,100.000,2578260,0,15420
ITRA,ITRA0xITA,ITA,EU,100.000,2578260,0,15420
ITRG,ITRG0xITA,ITA,EU,99.953,2577060,1200,15420
ITRS,ITRS0xITA,ITA,EU,100.000,2578260,0,15420
ITSA,ITSA0xITA,ITA,EU,99.930,2576460,1800,15420
ITSC,ITSC0xITA,ITA,EU,99.930,2576460,1800,15420
ITSL,ITSL0xITA,ITA,EU,0.000,0,2578260,15420
ITSP,ITSP0xITA,ITA,EU,99.951,2577000,1260,15420
ITTE,ITTE0xITA,ITA,EU,99.977,2577660,600,15420
ITTP,ITTP0xITA,ITA,EU,99.977,2577660,600,15420
ITTR,ITTR0xITA,ITA,EU,100.000,2578260,0,15420
ITVE,ITVE0xITA,ITA,EU,100.000,2578260,0,15420
LVRI,LVRI0xLVA,LVA,EU,99.977,2577660,600,15420
NLBR,NLBR0xNLD,NLD,EU,99.977,2577660,600,15420
NLMM,NLMM0xNLD,NLD,EU,100.000,2578260,0,15420
NLUL,NLUL0xNLD,NLD,EU,100.000,2578260,0,15420
NOAL,NOAL0xNOR,NOR,EU,100.000,2578260,0,15420
NOBE,NOBE0xNOR,NOR,EU,100.000,2578260,0,15420
NOBR,NOBR0xNOR,NOR,EU,100.000,2578260,0,15420
NOGE,NOGE0xNOR,NOR,EU,99.977,2577660,600,15420
NOHA,NOHA0xNOR,NOR,EU,100.000,2578260,0,15420
NOKR,NOKR0xNOR,NOR,EU,100.000,2578260,0,15420
NOKU,NOKU0xNOR,NOR,EU,100.000,2578260,0,15420
NOLF,NOLF0xNOR,NOR,EU,100.000,2578260,0,15420
NONO,NONO0xNOR,NOR,EU,100.000,2578260,0,15420
NOPG,NOPG0xNOR,NOR,EU,100.000,2578260,0,15420
NORO,NORO0xNOR,NOR,EU,100.000,2578260,0,15420
NOSE,NOSE0xNOR,NOR,EU,100.000,2578260,0,15420
NOSV,NOSV0xNOR,NOR,EU,100.000,2578260,0,15420
NOTR,NOTR0xNOR,NOR,EU,100.000,2578260,0,15420
NOVA,NOVA0xNOR,NOR,EU,100.000,2578260,0,15420
NOVI,NOVI0xNOR,NOR,EU,100.000,2578260,0,15420
POBI,POBI0xPOL,POL,EU,99.977,2577660,600,15420
POCH,POCH0xPOL,POL,EU,100.000,2578260,0,15420
POCZ,POCZ0xPOL,POL,EU,100.000,2578260,0,15420
PODA,PODA0xPOL,POL,EU,99.974,2577600,660,15420
POGD,POGD0xPOL,POL,EU,99.977,2577660,600,15420
POKL,POKL0xPOL,POL,EU,99.977,2577660,600,15420
POOL,POOL0xPOL,POL,EU,100.000,2578260,0,15420
POPO,POPO0xPOL,POL,EU,100.000,2578260,0,15420
POPR,POPR0xPOL,POL,EU,99.953,2577060,1200,15420
POSU,POSU0xPOL,POL,EU,100.000,2578260,0,15420
POTU,POTU0xPOL,POL,EU,100.000,2578260,0,15420
POWA,POWA0xPOL,POL,EU,99.977,2577660,600,15420
POWW,POWW0xPOL,POL,EU,99.977,2577660,600,15420
PRAC,PRAC0xPRT,PRT,EU,100.000,2578260,0,15420
PRBR,PRBR0xPRT,PRT,EU,100.000,2578260,0,15420
PRGU,PRGU0xPRT,PRT,EU,99.974,2577600,660,15420
PRLA,PRLA0xPRT,PRT,EU,100.000,2578260,0,15420
PRLB,PRLB0xPRT,PRT,EU,100.000,2578260,0,15420
PRLE,PRLE0xPRT,PRT,EU,100.000,2578260,0,15420
PRMA,PRMA0xPRT,PRT,EU,100.000,2578260,0,15420
PRMD,PRMD0xPRT,PRT,EU,100.000,2578260,0,15420
ROBC,ROBC0xROU,ROU,EU,99.974,2577600,660,15420
ROBO,ROBO0xROU,ROU,EU,100.000,2578260,0,15420
ROBR,ROBR0xROU,ROU,EU,100.000,2578260,0,15420
RODE,RODE0xROU,ROU,EU,100.000,2578260,0,15420
ROMA,ROMA0xROU,ROU,EU,99.977,2577660,600,15420
RONA,RONA0xROU,ROU,EU,0.000,0,2578260,15420
ROSG,ROSG0xROU,ROU,EU,99.974,2577600,660,15420
ROSI,ROSI0xROU,ROU,EU,99.977,2577660,600,15420
ROTM,ROTM0xROU,ROU,EU,100.000,2578260,0,15420
ROTU,ROTU0xROU,ROU,EU,100.000,2578260,0,15420
SVBB,SVBB0xSVK,SVK,EU,100.000,2578260,0,15420
SVKE,SVKE0xSVK,SVK,EU,0.000,0,2578260,15420
SWGA,SWGA0xSWE,SWE,EU,100.000,2578260,0,15420
SWGO,SWGO0xSWE,SWE,EU,100.000,2578260,0,15420
SWGV,SWGV0xSWE,SWE,EU,100.000,2578260,0,15420
SWHU,SWHU0xSWE,SWE,EU,100.000,2578260,0,15420
SWJO,SWJO0xSWE,SWE,EU,100.000,2578260,0,15420
SWKA,SWKA0xSWE,SWE,EU,99.977,2577660,600,15420
SWKR,SWKR0xSWE,SWE,EU,100.000,2578260,0,15420
SWLJ,SWLJ0xSWE,SWE,EU,100.000,2578260,0,15420
SWLU,SWLU0xSWE,SWE,EU,100.000,2578260,0,15420
SWMA,SWMA0xSWE,SWE,EU,100.000,2578260,0,15420
SWNO,SWNO0xSWE,SWE,EU,99.974,2577600,660,15420
SWNY,SWNY0xSWE,SWE,EU,100.000,2578260,0,15420
SWOB,SWOB0xSWE,SWE,EU,100.000,2578260,0,15420
SWOK,SWOK0xSWE,SWE,EU,100.000,2578260,0,15420
SWOS,SWOS0xSWE,SWE,EU,99.974,2577600,660,15420
SWSG,SWSG0xSWE,SWE,EU,100.000,2578260,0,15420
SWSK,SWSK0xSWE,SWE,EU,100.000,2578260,0,15420
SWST,SWST0xSWE,SWE,EU,100.000,2578260,0,15420
SWUD,SWUD0xSWE,SWE,EU,100.000,2578260,0,15420
SWVA,SWVA0xSWE,SWE,EU,100.000,2578260,0,15420
