site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
GROS,GROS0xGRC,GRC,EU,100.000,86460,0,0,stable,86460,0,0,0,
GRPS,GRPS0xGRC,GRC,EU,100.000,86460,0,0,stable,86460,0,0,0,
GRRO,GRRO0xGRC,GRC,EU,100.000,86460,0,0,stable,86460,0,0,0,
GRSA,GRSA0xGRC,GRC,EU,100.000,86460,0,0,stable,86460,0,0,0,
GRTA,GRTA0xGRC,GRC,EU,100.000,86460,0,0,stable,86460,0,0,0,
GRVO,GRVO0xGRC,GRC,EU,100.000,86460,0,0,stable,86460,0,0,0,
HRLA,HRLA0xHRV,HRV,EU,100.000,86460,0,0,stable,86460,0,0,0,
HRPL,HRPL0xHRV,HRV,EU,100.000,86460,0,0,stable,86460,0,0,0,
HRSB,HRSB0xHRV,HRV,EU,100.000,86460,0,0,stable,86460,0,0,0,
HRVV,HRVV0xHRV,HRV,EU,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
HUBU,HUBU0xHUN,HUN,EU,100.000,86460,0,0,stable,86460,0,0,0,
HUNY,HUNY0xHUN,HUN,EU,100.000,86460,0,0,stable,86460,0,0,0,
HUSZ,HUSZ0xHUN,HUN,EU,100.000,86460,0,0,stable,86460,0,0,0,
HUVE,HUVE0xHUN,HUN,EU,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
IRBA,IRBA0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
IRCO,IRCO0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
IRDU,IRDU0xIRL,IRL,EU,100.000,86460,0,0,stuck-degraded,86460,0,86460,10,846
IREN,IREN0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
IRLD,IRLD0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
IRWA,IRWA0xIRL,IRL,EU,100.000,86460,0,0,stuck-degraded,86460,0,86460,10,154
ITAL,ITAL0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITAN,ITAN0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITAP,ITAP0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITBI,ITBI0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
