site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
DTBR,DTBR0xDEU,DEU,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
DTDD,DTDD0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTFB,DTFB0xDEU,DEU,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,23112
DTGB,DTGB0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTHL,DTHL0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTHR,DTHR0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTHT,DTHT0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTIF,DTIF0xDEU,DEU,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
DTKM,DTKM0xDEU,DEU,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
DTMB,DTMB0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTMH,DTMH0xDEU,DEU,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
DTND,DTND0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTOB,DTOB0xDEU,DEU,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
DTOS,DTOS0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTPW,DTPW0xDEU,DEU,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,7300
DTSW,DTSW0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTVD,DTVD0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTVR,DTVR0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTWL,DTWL0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTWR,DTWR0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
DTZU,DTZU0xDEU,DEU,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
ESAC,ESAC0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,288000,21,3196
ESBN,ESBN0xESP,ESP,EU,99.894,2314680,2460,16980,flapping,2314680,2460,187200,14,40867
ESCB,ESCB0xESP,ESP,EU,99.972,2316480,660,16980,stuck-degraded,2316480,660,229780,19,32011
ESCD,ESCD0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,302400,22,36720
ESCM,ESCM0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,158400,12,29937
ESCO,ESCO0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,216000,17,3542
ESCU,ESCU0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,187200,14,22161
ESEI,ESEI0xESP,ESP,EU,99.019,2294400,22740,16980,outage-no-cellular,2294400,22740,0,0,
ESGC,ESGC0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,331200,24,42681
ESGU,ESGU0xESP,ESP,EU,97.377,2256360,60780,16980,stuck-degraded,2256360,60780,678780,100,34171
ESHU,ESHU0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,141360,18,31104
ESME,ESME0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,216000,17,23155
ESMG,ESMG0xESP,ESP,EU,99.389,2302980,14160,16980,outage-no-cellular,2302980,14160,0,0,
ESML,ESML0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,230400,18,3542
ESMR,ESMR0xESP,ESP,EU,99.974,2316540,600,16980,stuck-degraded,2316540,600,230400,17,32486
ESMU,ESMU0xESP,ESP,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,7430
ESMZ,ESMZ0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,216000,16,3412
ESNM,ESNM0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,273600,20,38404
ESOV,ESOV0xESP,ESP,EU,99.047,2295060,22080,16980,outage-no-cellular,2295060,22080,0,0,
ESSC,ESSC0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,187200,13,26611
ESSE,ESSE0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,216000,16,3542
ESTA,ESTA0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,158400,12,38275
ESVA,ESVA0xESP,ESP,EU,90.761,2103060,214080,16980,flapping,2103060,214080,606060,246,31881
ESVI,ESVI0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,316800,24,32097
ESZA,ESZA0xESP,ESP,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,216000,16,39744
FIEK,FIEK0xFIN,FIN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,806400,62,37584
FIHA,FIHA0xFIN,FIN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,1022400,79,42940
FIII,FIII0xFIN,FIN,EU,99.948,2315940,1200,16980,outage-no-cellular,2315940,1200,0,0,
FIIV,FIIV0xFIN,FIN,EU,99.946,2315880,1260,16980,stuck-degraded,2315880,1260,2315880,314,38232
FIJM,FIJM0xFIN,FIN,EU,0.000,0,2317140,16980,offline-entire-window,0,2317140,0,0,
FIJO,FIJO0xFIN,FIN,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
FIKL,FIKL0xFIN,FIN,EU,99.972,2316480,660,16980,stuck-degraded,2316480,660,2174400,168,38534
FIKM,FIKM0xFIN,FIN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,2188800,168,38188
FILA,FILA0xFIN,FIN,EU,99.974,2316540,600,16980,stuck-degraded,2316540,600,1584000,122,33652
FILV,FILV0xFIN,FIN,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,12657
FIMU,FIMU0xFIN,FIN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,158400,12,39096
FINA,FINA0xFIN,FIN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,2102400,166,42940
FISU,FISU0xFIN,FIN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,1972800,149,38318
FITA,FITA0xFIN,FIN,EU,99.974,2316540,600,16980,stuck-degraded,2316540,600,1166400,89,39960
FIUU,FIUU0xFIN,FIN,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRAC,FRAC0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRAR,FRAR0xFRA,FRA,EU,99.500,2305560,11580,16980,brief-failover,2305560,11580,31040,3,2505
FRBD,FRBD0xFRA,FRA,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
FRBE,FRBE0xFRA,FRA,EU,77.925,1805640,511500,16980,brief-failover,1805640,511500,57600,4,24192
FRBY,FRBY0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRCB,FRCB0xFRA,FRA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,520,1,10022
FRCH,FRCH0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRCO,FRCO0xFRA,FRA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,7084
FRDI,FRDI0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRDL,FRDL0xFRA,FRA,EU,99.073,2295660,21480,16980,brief-failover,2295660,21480,14400,1,17755
FRDU,FRDU0xFRA,FRA,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
FRGE,FRGE0xFRA,FRA,EU,98.374,2279460,37680,16980,flapping,2279460,37680,247480,54,20692
FRHR,FRHR0xFRA,FRA,EU,99.946,2315880,1260,16980,flapping,2315880,1260,87700,7,1339
FRHV,FRHV0xFRA,FRA,EU,99.524,2306100,11040,16980,outage-no-cellular,2306100,11040,0,0,
FRLA,FRLA0xFRA,FRA,EU,99.573,2307240,9900,16980,stuck-degraded,2307240,9900,273600,20,40824
FRLM,FRLM0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRLO,FRLO0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRMC,FRMC0xFRA,FRA,EU,99.922,2315340,1800,16980,flapping,2315340,1800,58120,5,35899
FRMG,FRMG0xFRA,FRA,EU,7.344,170160,2146980,16980,outage-no-cellular,170160,2146980,0,0,
FRMO,FRMO0xFRA,FRA,EU,98.946,2292720,24420,16980,brief-failover,2292720,24420,14400,1,12398
FRNA,FRNA0xFRA,FRA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
FRNI,FRNI0xFRA,FRA,EU,99.920,2315280,1860,16980,flapping,2315280,1860,119100,11,2332
FRPE,FRPE0xFRA,FRA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,41644
FRPT,FRPT0xFRA,FRA,EU,99.917,2315220,1920,16980,stuck-degraded,2315220,1920,115200,8,35208
FRRF,FRRF0xFRA,FRA,EU,94.301,2185080,132060,16980,brief-failover,2185080,132060,14400,1,28641
FRRO,FRRO0xFRA,FRA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,38793
FRSG,FRSG0xFRA,FRA,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
FRVA,FRVA0xFRA,FRA,EU,99.946,2315880,1260,16980,on-cellular-now,2315880,1260,261920,23,33177
GBCC,GBCC0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GBCD,GBCD0xGBR,GBR,EU,99.283,2300520,16620,16980,outage-no-cellular,2300520,16620,0,0,
GBCT,GBCT0xGBR,GBR,EU,99.839,2313420,3720,16980,brief-failover,2313420,3720,16480,2,9504
GBDB,GBDB0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GBGY,GBGY0xGBR,GBR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,273600,21,3369
GBKS,GBKS0xGBR,GBR,EU,99.117,2296680,20460,16980,outage-no-cellular,2296680,20460,0,0,
GBLH,GBLH0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GBLP,GBLP0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GBNQ,GBNQ0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GBOB,GBOB0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GBPH,GBPH0xGBR,GBR,EU,99.252,2299800,17340,16980,outage-no-cellular,2299800,17340,0,0,
GBSA,GBSA0xGBR,GBR,EU,99.868,2314080,3060,16980,brief-failover,2314080,3060,21840,3,14558
GBSB,GBSB0xGBR,GBR,EU,99.917,2315220,1920,16980,brief-failover,2315220,1920,14400,1,30628
GBTA,GBTA0xGBR,GBR,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,10324
GBUS,GBUS0xGBR,GBR,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,10324
GBWH,GBWH0xGBR,GBR,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
GRCH,GRCH0xGRC,GRC,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,158400,11,34214
GRFO,GRFO0xGRC,GRC,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,100800,7,22464
GRHK,GRHK0xGRC,GRC,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,37411
GRIG,GRIG0xGRC,GRC,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,6955
GRKE,GRKE0xGRC,GRC,EU,95.381,2210100,107040,16980,stuck-degraded,2210100,107040,201600,15,20995
GRKL,GRKL0xGRC,GRC,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,12571
GRKV,GRKV0xGRC,GRC,EU,99.974,2316540,600,16980,brief-failover,2316540,600,28800,2,38232
GRLB,GRLB0xGRC,GRC,EU,100.000,2317140,0,16980,brief-failover,2317140,0,43200,3,4147
GRNX,GRNX0xGRC,GRC,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,72000,5,31060
GROS,GROS0xGRC,GRC,EU,99.682,2309760,7380,16980,stuck-degraded,2309760,7380,129600,9,32702
GRPS,GRPS0xGRC,GRC,EU,99.047,2295060,22080,16980,outage-no-cellular,2295060,22080,0,0,
GRRO,GRRO0xGRC,GRC,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
GRSA,GRSA0xGRC,GRC,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
GRTA,GRTA0xGRC,GRC,EU,99.920,2315280,1860,16980,stuck-degraded,2315280,1860,283700,23,34430
GRVO,GRVO0xGRC,GRC,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,34300
HRLA,HRLA0xHRV,HRV,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
HRPL,HRPL0xHRV,HRV,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,37411
HRSB,HRSB0xHRV,HRV,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,39528
HRVV,HRVV0xHRV,HRV,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,115200,8,39787
HUBU,HUBU0xHUN,HUN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,864000,66,42940
HUNY,HUNY0xHUN,HUN,EU,99.863,2313960,3180,16980,outage-no-cellular,2313960,3180,0,0,
HUSZ,HUSZ0xHUN,HUN,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,374400,28,38361
HUVE,HUVE0xHUN,HUN,EU,31.953,740400,1576740,16980,stuck-degraded,740400,1576740,273600,21,42552
IRBA,IRBA0xIRL,IRL,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,11,28036
IRCO,IRCO0xIRL,IRL,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,244800,18,2289
IRDU,IRDU0xIRL,IRL,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,316800,24,39139
IREN,IREN0xIRL,IRL,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,16675
IRLD,IRLD0xIRL,IRL,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,17582
IRWA,IRWA0xIRL,IRL,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,288000,21,7128
ITAL,ITAL0xITA,ITA,EU,99.125,2296860,20280,16980,brief-failover,2296860,20280,28800,2,40348
ITAN,ITAN0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,2851
ITAP,ITAP0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,25531
ITBI,ITBI0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,259
ITCA,ITCA0xITA,ITA,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,143960,11,28080
ITCI,ITCI0xITA,ITA,EU,99.498,2305500,11640,16980,stuck-degraded,2305500,11640,121460,17,1987
ITDO,ITDO0xITA,ITA,EU,99.073,2295660,21480,16980,outage-no-cellular,2295660,21480,0,0,
ITFO,ITFO0xITA,ITA,EU,99.946,2315880,1260,16980,flapping,2315880,1260,45800,6,37627
ITLE,ITLE0xITA,ITA,EU,99.205,2298720,18420,16980,outage-no-cellular,2298720,18420,0,0,
ITMA,ITMA0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,39225
ITMI,ITMI0xITA,ITA,EU,99.653,2309100,8040,16980,brief-failover,2309100,8040,44500,4,35078
ITMS,ITMS0xITA,ITA,EU,99.974,2316540,600,16980,flapping,2316540,600,65140,7,42854
ITPT,ITPT0xITA,ITA,EU,98.967,2293200,23940,16980,outage-no-cellular,2293200,23940,0,0,
ITRA,ITRA0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,42336
ITRG,ITRG0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,604
ITRS,ITRS0xITA,ITA,EU,85.049,1970700,346440,16980,flapping,1970700,346440,163400,19,37022
ITSA,ITSA0xITA,ITA,EU,100.000,2317140,0,16980,brief-failover,2317140,0,57600,4,38491
ITSC,ITSC0xITA,ITA,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
ITSL,ITSL0xITA,ITA,EU,65.667,1521600,795540,16980,flapping,1521600,795540,109640,12,29721
ITSP,ITSP0xITA,ITA,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,125080,9,40089
ITTE,ITTE0xITA,ITA,EU,99.868,2314080,3060,16980,stuck-degraded,2314080,3060,893700,95,42940
ITTP,ITTP0xITA,ITA,EU,99.946,2315880,1260,16980,stuck-degraded,2315880,1260,238760,18,40608
ITTR,ITTR0xITA,ITA,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
ITVE,ITVE0xITA,ITA,EU,99.974,2316540,600,16980,brief-failover,2316540,600,43200,3,40392
NLBR,NLBR0xNLD,NLD,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,18662
NLMM,NLMM0xNLD,NLD,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
NLUL,NLUL0xNLD,NLD,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
NOAL,NOAL0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,10,16286
NOBE,NOBE0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,158400,12,39052
NOBR,NOBR0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,11,2246
NOGE,NOGE0xNOR,NOR,EU,99.974,2316540,600,16980,stuck-degraded,2316540,600,144520,11,23068
NOHA,NOHA0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,158400,11,2246
NOKR,NOKR0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,11,475
NOKU,NOKU0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,1900
NOLF,NOLF0xNOR,NOR,EU,99.948,2315940,1200,16980,stuck-degraded,2315940,1200,172800,13,35596
NONO,NONO0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,230400,18,3542
NOPG,NOPG0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,2289
NORO,NORO0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,2289
NOSE,NOSE0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,172800,12,37843
NOSV,NOSV0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,10,475
NOTR,NOTR0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,2030
NOVA,NOVA0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,11,41860
NOVI,NOVI0xNOR,NOR,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,475
POBI,POBI0xPOL,POL,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
POCH,POCH0xPOL,POL,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
POCZ,POCZ0xPOL,POL,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,4665
PODA,PODA0xPOL,POL,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
POGD,POGD0xPOL,POL,EU,100.000,2317140,0,16980,brief-failover,2317140,0,43200,3,5313
POKL,POKL0xPOL,POL,EU,99.972,2316480,660,16980,outage-no-cellular,2316480,660,0,0,
POOL,POOL0xPOL,POL,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
POPO,POPO0xPOL,POL,EU,100.000,2317140,0,16980,brief-failover,2317140,0,57600,4,15336
POPR,POPR0xPOL,POL,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,6480
POSU,POSU0xPOL,POL,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
POTU,POTU0xPOL,POL,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
POWA,POWA0xPOL,POL,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
POWW,POWW0xPOL,POL,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,2116
PRAC,PRAC0xPRT,PRT,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
PRBR,PRBR0xPRT,PRT,EU,99.974,2316540,600,16980,brief-failover,2316540,600,57600,4,37152
PRGU,PRGU0xPRT,PRT,EU,98.729,2287680,29460,16980,stuck-degraded,2287680,29460,172800,12,33955
PRLA,PRLA0xPRT,PRT,EU,99.948,2315940,1200,16980,brief-failover,2315940,1200,14400,1,5918
PRLB,PRLB0xPRT,PRT,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,36504
PRLE,PRLE0xPRT,PRT,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
PRMA,PRMA0xPRT,PRT,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
PRMD,PRMD0xPRT,PRT,EU,99.974,2316540,600,16980,outage-no-cellular,2316540,600,0,0,
ROBC,ROBC0xROU,ROU,EU,99.946,2315880,1260,16980,brief-failover,2315880,1260,57600,4,2073
ROBO,ROBO0xROU,ROU,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,38102
ROBR,ROBR0xROU,ROU,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,31708
RODE,RODE0xROU,ROU,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,116500,10,32788
ROMA,ROMA0xROU,ROU,EU,99.972,2316480,660,16980,brief-failover,2316480,660,14400,1,
RONA,RONA0xROU,ROU,EU,0.000,0,2317140,16980,offline-entire-window,0,2317140,0,0,
ROSG,ROSG0xROU,ROU,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,143440,10,40564
ROSI,ROSI0xROU,ROU,EU,100.000,2317140,0,16980,brief-failover,2317140,0,15700,3,13176
ROTM,ROTM0xROU,ROU,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,140520,10,23155
ROTU,ROTU0xROU,ROU,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,
SVBB,SVBB0xSVK,SVK,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
SVKE,SVKE0xSVK,SVK,EU,60.939,1412040,905100,16980,brief-failover,1412040,905100,14400,1,20908
SWGA,SWGA0xSWE,SWE,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
SWGO,SWGO0xSWE,SWE,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,28641
SWGV,SWGV0xSWE,SWE,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
SWHU,SWHU0xSWE,SWE,EU,100.000,2317140,0,16980,brief-failover,2317140,0,43200,3,36763
SWJO,SWJO0xSWE,SWE,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
SWKA,SWKA0xSWE,SWE,EU,100.000,2317140,0,16980,outage-no-cellular,2317140,0,0,0,
SWKR,SWKR0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,432
SWLJ,SWLJ0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,11,432
SWLU,SWLU0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,144000,11,40996
SWMA,SWMA0xSWE,SWE,EU,100.000,2317140,0,16980,stable,2317140,0,0,0,
SWNO,SWNO0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,388
SWNY,SWNY0xSWE,SWE,EU,99.974,2316540,600,16980,stuck-degraded,2316540,600,144000,10,388
SWOB,SWOB0xSWE,SWE,EU,99.974,2316540,600,16980,outage-no-cellular,2316540,600,0,0,
SWOK,SWOK0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,259200,19,3499
SWOS,SWOS0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,12096
SWSG,SWSG0xSWE,SWE,EU,100.000,2317140,0,16980,brief-failover,2317140,0,14400,1,20952
SWSK,SWSK0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,129600,10,12096
SWST,SWST0xSWE,SWE,EU,100.000,2317140,0,16980,brief-failover,2317140,0,28800,2,42033
SWVA,SWVA0xSWE,SWE,EU,100.000,2317140,0,16980,stuck-degraded,2317140,0,259200,20,10713
