site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
TQCC,TQCC0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TQCG,TQCG0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TQCN,TQCN0xCAN,CAN,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TQCO,TQCO0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TQCR,TQCR0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TSKA,TSKA0xCAN,CAN,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
TSKB,TSKB0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TSKR,TSKR0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TSKS,TSKS0xCAN,CAN,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
TSKV,TSKV0xCAN,CAN,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
TSKY,TSKY0xCAN,CAN,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
