site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
GRVO,GRVO0xGRC,GRC,EU,100.000,85080,0,1320
HRLA,HRLA0xHRV,HRV,EU,100.000,85080,0,1320
HRPL,HRPL0xHRV,HRV,EU,100.000,85080,0,1320
HRSB,HRSB0xHRV,HRV,EU,100.000,85080,0,1320
HRVV,HRVV0xHRV,HRV,EU,100.000,85080,0,1320
HUBU,HUBU0xHUN,HUN,EU,100.000,85080,0,1320
HUNY,HUNY0xHUN,HUN,EU,100.000,85080,0,1320
HUSZ,HUSZ0xHUN,HUN,EU,100.000,85080,0,1320
HUVE,HUVE0xHUN,HUN,EU,0.000,0,85080,1320
IRBA,IRBA0xIRL,IRL,EU,100.000,85080,0,1320
IRCO,IRCO0xIRL,IRL,EU,100.000,85080,0,1320
IRDU,IRDU0xIRL,IRL,EU,100.000,85080,0,1320
IREN,IREN0xIRL,IRL,EU,100.000,85080,0,1320
IRLD,IRLD0xIRL,IRL,EU,100.000,85080,0,1320
IRWA,IRWA0xIRL,IRL,EU,100.000,85080,0,1320
ITAL,ITAL0xITA,ITA,EU,100.000,85080,0,1320
ITAN,ITAN0xITA,ITA,EU,100.000,85080,0,1320
ITAP,ITAP0xITA,ITA,EU,100.000,85080,0,1320
ITBI,ITBI0xITA,ITA,EU,100.000,85080,0,1320
ITCA,ITCA0xITA,ITA,EU,100.000,85080,0,1320
ITCI,ITCI0xITA,ITA,EU,100.000,85080,0,1320
ITDO,ITDO0xITA,ITA,EU,100.000,85080,0,1320
ITFO,ITFO0xITA,ITA,EU,100.000,85080,0,1320
ITLE,ITLE0xITA,ITA,EU,100.000,85080,0,1320
ITMA,ITMA0xITA,ITA,EU,100.000,85080,0,1320
ITMI,ITMI0xITA,ITA,EU,100.000,85080,0,1320
ITMS,ITMS0xITA,ITA,EU,100.000,85080,0,1320
ITPT,ITPT0xITA,ITA,EU,100.000,85080,0,1320
ITRA,ITRA0xITA,ITA,EU,100.000,85080,0,1320
ITRG,ITRG0xITA,ITA,EU,100.000,85080,0,1320
ITRS,ITRS0xITA,ITA,EU,100.000,85080,0,1320
ITSA,ITSA0xITA,ITA,EU,100.000,85080,0,1320
ITSC,ITSC0xITA,ITA,EU,100.000,85080,0,1320
ITSL,ITSL0xITA,ITA,EU,100.000,85080,0,1320
ITSP,ITSP0xITA,ITA,EU,100.000,85080,0,1320
ITTE,ITTE0xITA,ITA,EU,100.000,85080,0,1320
ITTP,ITTP0xITA,ITA,EU,100.000,85080,0,1320
ITTR,ITTR0xITA,ITA,EU,100.000,85080,0,1320
ITVE,ITVE0xITA,ITA,EU,100.000,85080,0,1320
LVRI,LVRI0xLVA,LVA,EU,100.000,85080,0,1320
NLBR,NLBR0xNLD,NLD,EU,100.000,85080,0,1320
NLMM,NLMM0xNLD,NLD,EU,100.000,85080,0,1320
NLUL,NLUL0xNLD,NLD,EU,100.000,85080,0,1320
NOAL,NOAL0xNOR,NOR,EU,100.000,85080,0,1320
NOBE,NOBE0xNOR,NOR,EU,100.000,85080,0,1320
NOBR,NOBR0xNOR,NOR,EU,100.000,85080,0,1320
