site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
FRCH,FRCH0xFRA,FRA,EU,100.000,85200,0,1260
FRCO,FRCO0xFRA,FRA,EU,100.000,85200,0,1260
FRDI,FRDI0xFRA,FRA,EU,100.000,85200,0,1260
FRDL,FRDL0xFRA,FRA,EU,100.000,85200,0,1260
FRDU,FRDU0xFRA,FRA,EU,100.000,85200,0,1260
FRGE,FRGE0xFRA,FRA,EU,100.000,85200,0,1260
FRHR,FRHR0xFRA,FRA,EU,100.000,85200,0,1260
FRHV,FRHV0xFRA,FRA,EU,100.000,85200,0,1260
FRLA,FRLA0xFRA,FRA,EU,100.000,85200,0,1260
FRLM,FRLM0xFRA,FRA,EU,100.000,85200,0,1260
FRLO,FRLO0xFRA,FRA,EU,100.000,85200,0,1260
FRMC,FRMC0xFRA,FRA,EU,100.000,85200,0,1260
FRMG,FRMG0xFRA,FRA,EU,69.718,59400,25800,1260
FRMO,FRMO0xFRA,FRA,EU,100.000,85200,0,1260
FRNA,FRNA0xFRA,FRA,EU,100.000,85200,0,1260
FRNI,FRNI0xFRA,FRA,EU,100.000,85200,0,1260
FRPE,FRPE0xFRA,FRA,EU,100.000,85200,0,1260
FRPT,FRPT0xFRA,FRA,EU,100.000,85200,0,1260
FRRF,FRRF0xFRA,FRA,EU,100.000,85200,0,1260
FRRO,FRRO0xFRA,FRA,EU,100.000,85200,0,1260
FRSG,FRSG0xFRA,FRA,EU,100.000,85200,0,1260
FRVA,FRVA0xFRA,FRA,EU,100.000,85200,0,1260
GBCC,GBCC0xGBR,GBR,EU,100.000,85200,0,1260
GBCD,GBCD0xGBR,GBR,EU,100.000,85200,0,1260
GBCT,GBCT0xGBR,GBR,EU,100.000,85200,0,1260
GBDB,GBDB0xGBR,GBR,EU,100.000,85200,0,1260
GBGY,GBGY0xGBR,GBR,EU,100.000,85200,0,1260
GBKS,GBKS0xGBR,GBR,EU,100.000,85200,0,1260
GBLH,GBLH0xGBR,GBR,EU,100.000,85200,0,1260
GBLP,GBLP0xGBR,GBR,EU,100.000,85200,0,1260
GBNQ,GBNQ0xGBR,GBR,EU,100.000,85200,0,1260
GBOB,GBOB0xGBR,GBR,EU,100.000,85200,0,1260
GBPH,GBPH0xGBR,GBR,EU,100.000,85200,0,1260
GBSA,GBSA0xGBR,GBR,EU,100.000,85200,0,1260
GBSB,GBSB0xGBR,GBR,EU,100.000,85200,0,1260
GBTA,GBTA0xGBR,GBR,EU,100.000,85200,0,1260
GBUS,GBUS0xGBR,GBR,EU,100.000,85200,0,1260
GBWH,GBWH0xGBR,GBR,EU,100.000,85200,0,1260
GRCH,GRCH0xGRC,GRC,EU,100.000,85200,0,1260
GRFO,GRFO0xGRC,GRC,EU,100.000,85200,0,1260
GRHK,GRHK0xGRC,GRC,EU,100.000,85200,0,1260
GRIG,GRIG0xGRC,GRC,EU,100.000,85200,0,1260
GRKE,GRKE0xGRC,GRC,EU,100.000,85200,0,1260
GRKL,GRKL0xGRC,GRC,EU,100.000,85200,0,1260
GRKV,GRKV0xGRC,GRC,EU,100.000,85200,0,1260
GRLB,GRLB0xGRC,GRC,EU,100.000,85200,0,1260
GRNX,GRNX0xGRC,GRC,EU,100.000,85200,0,1260
GROS,GROS0xGRC,GRC,EU,100.000,85200,0,1260
GRPS,GRPS0xGRC,GRC,EU,100.000,85200,0,1260
GRRO,GRRO0xGRC,GRC,EU,100.000,85200,0,1260
GRSA,GRSA0xGRC,GRC,EU,100.000,85200,0,1260
GRTA,GRTA0xGRC,GRC,EU,100.000,85200,0,1260
GRVO,GRVO0xGRC,GRC,EU,100.000,85200,0,1260
HRLA,HRLA0xHRV,HRV,EU,100.000,85200,0,1260
HRPL,HRPL0xHRV,HRV,EU,100.000,85200,0,1260
HRSB,HRSB0xHRV,HRV,EU,100.000,85200,0,1260
HRVV,HRVV0xHRV,HRV,EU,100.000,85200,0,1260
HUBU,HUBU0xHUN,HUN,EU,100.000,85200,0,1260
HUNY,HUNY0xHUN,HUN,EU,100.000,85200,0,1260
HUSZ,HUSZ0xHUN,HUN,EU,100.000,85200,0,1260
HUVE,HUVE0xHUN,HUN,EU,0.000,0,85200,1260
IRBA,IRBA0xIRL,IRL,EU,100.000,85200,0,1260
IRCO,IRCO0xIRL,IRL,EU,100.000,85200,0,1260
IRDU,IRDU0xIRL,IRL,EU,100.000,85200,0,1260
IREN,IREN0xIRL,IRL,EU,100.000,85200,0,1260
IRLD,IRLD0xIRL,IRL,EU,100.000,85200,0,1260
IRWA,IRWA0xIRL,IRL,EU,100.000,85200,0,1260
ITAL,ITAL0xITA,ITA,EU,100.000,85200,0,1260
ITAN,ITAN0xITA,ITA,EU,100.000,85200,0,1260
ITAP,ITAP0xITA,ITA,EU,100.000,85200,0,1260
ITBI,ITBI0xITA,ITA,EU,100.000,85200,0,1260
ITCA,ITCA0xITA,ITA,EU,100.000,85200,0,1260
ITCI,ITCI0xITA,ITA,EU,100.000,85200,0,1260
ITDO,ITDO0xITA,ITA,EU,100.000,85200,0,1260
ITFO,ITFO0xITA,ITA,EU,100.000,85200,0,1260
ITLE,ITLE0xITA,ITA,EU,100.000,85200,0,1260
ITMA,ITMA0xITA,ITA,EU,100.000,85200,0,1260
ITMI,ITMI0xITA,ITA,EU,100.000,85200,0,1260
ITMS,ITMS0xITA,ITA,EU,100.000,85200,0,1260
ITPT,ITPT0xITA,ITA,EU,100.000,85200,0,1260
ITRA,ITRA0xITA,ITA,EU,100.000,85200,0,1260
ITRG,ITRG0xITA,ITA,EU,100.000,85200,0,1260
ITRS,ITRS0xITA,ITA,EU,100.000,85200,0,1260
ITSA,ITSA0xITA,ITA,EU,100.000,85200,0,1260
ITSC,ITSC0xITA,ITA,EU,100.000,85200,0,1260
ITSL,ITSL0xITA,ITA,EU,71.972,61320,23880,1260
ITSP,ITSP0xITA,ITA,EU,100.000,85200,0,1260
ITTE,ITTE0xITA,ITA,EU,100.000,85200,0,1260
ITTP,ITTP0xITA,ITA,EU,100.000,85200,0,1260
ITTR,ITTR0xITA,ITA,EU,100.000,85200,0,1260
ITVE,ITVE0xITA,ITA,EU,100.000,85200,0,1260
LVRI,LVRI0xLVA,LVA,EU,100.000,85200,0,1260
NLBR,NLBR0xNLD,NLD,EU,100.000,85200,0,1260
NLMM,NLMM0xNLD,NLD,EU,100.000,85200,0,1260
NLUL,NLUL0xNLD,NLD,EU,100.000,85200,0,1260
NOAL,NOAL0xNOR,NOR,EU,100.000,85200,0,1260
NOBE,NOBE0xNOR,NOR,EU,100.000,85200,0,1260
NOBR,NOBR0xNOR,NOR,EU,100.000,85200,0,1260
NOGE,NOGE0xNOR,NOR,EU,100.000,85200,0,1260
NOHA,NOHA0xNOR,NOR,EU,100.000,85200,0,1260
NOKR,NOKR0xNOR,NOR,EU,100.000,85200,0,1260
NOKU,NOKU0xNOR,NOR,EU,100.000,85200,0,1260
NOLF,NOLF0xNOR,NOR,EU,100.000,85200,0,1260
NONO,NONO0xNOR,NOR,EU,100.000,85200,0,1260
NOPG,NOPG0xNOR,NOR,EU,100.000,85200,0,1260
NORO,NORO0xNOR,NOR,EU,100.000,85200,0,1260
NOSE,NOSE0xNOR,NOR,EU,100.000,85200,0,1260
NOSV,NOSV0xNOR,NOR,EU,100.000,85200,0,1260
NOTR,NOTR0xNOR,NOR,EU,100.000,85200,0,1260
NOVA,NOVA0xNOR,NOR,EU,100.000,85200,0,1260
NOVI,NOVI0xNOR,NOR,EU,100.000,85200,0,1260
POBI,POBI0xPOL,POL,EU,100.000,85200,0,1260
POCH,POCH0xPOL,POL,EU,100.000,85200,0,1260
POCZ,POCZ0xPOL,POL,EU,100.000,85200,0,1260
PODA,PODA0xPOL,POL,EU,100.000,85200,0,1260
POGD,POGD0xPOL,POL,EU,100.000,85200,0,1260
POKL,POKL0xPOL,POL,EU,100.000,85200,0,1260
POOL,POOL0xPOL,POL,EU,100.000,85200,0,1260
POPO,POPO0xPOL,POL,EU,100.000,85200,0,1260
POPR,POPR0xPOL,POL,EU,100.000,85200,0,1260
POSU,POSU0xPOL,POL,EU,100.000,85200,0,1260
POTU,POTU0xPOL,POL,EU,100.000,85200,0,1260
POWA,POWA0xPOL,POL,EU,100.000,85200,0,1260
POWW,POWW0xPOL,POL,EU,100.000,85200,0,1260
PRAC,PRAC0xPRT,PRT,EU,100.000,85200,0,1260
PRBR,PRBR0xPRT,PRT,EU,100.000,85200,0,1260
PRGU,PRGU0xPRT,PRT,EU,100.000,85200,0,1260
PRLA,PRLA0xPRT,PRT,EU,100.000,85200,0,1260
PRLB,PRLB0xPRT,PRT,EU,100.000,85200,0,1260
PRLE,PRLE0xPRT,PRT,EU,100.000,85200,0,1260
PRMA,PRMA0xPRT,PRT,EU,100.000,85200,0,1260
PRMD,PRMD0xPRT,PRT,EU,100.000,85200,0,1260
ROBC,ROBC0xROU,ROU,EU,100.000,85200,0,1260
ROBO,ROBO0xROU,ROU,EU,100.000,85200,0,1260
ROBR,ROBR0xROU,ROU,EU,100.000,85200,0,1260
RODE,RODE0xROU,ROU,EU,100.000,85200,0,1260
ROMA,ROMA0xROU,ROU,EU,100.000,85200,0,1260
RONA,RONA0xROU,ROU,EU,0.000,0,85200,1260
ROSG,ROSG0xROU,ROU,EU,100.000,85200,0,1260
ROSI,ROSI0xROU,ROU,EU,100.000,85200,0,1260
ROTM,ROTM0xROU,ROU,EU,100.000,85200,0,1260
ROTU,ROTU0xROU,ROU,EU,100.000,85200,0,1260
SVBB,SVBB0xSVK,SVK,EU,100.000,85200,0,1260
SVKE,SVKE0xSVK,SVK,EU,0.000,0,85200,1260
SWGA,SWGA0xSWE,SWE,EU,100.000,85200,0,1260
SWGO,SWGO0xSWE,SWE,EU,100.000,85200,0,1260
SWGV,SWGV0xSWE,SWE,EU,100.000,85200,0,1260
SWHU,SWHU0xSWE,SWE,EU,100.000,85200,0,1260
SWJO,SWJO0xSWE,SWE,EU,100.000,85200,0,1260
SWKA,SWKA0xSWE,SWE,EU,100.000,85200,0,1260
SWKR,SWKR0xSWE,SWE,EU,100.000,85200,0,1260
SWLJ,SWLJ0xSWE,SWE,EU,100.000,85200,0,1260
SWLU,SWLU0xSWE,SWE,EU,100.000,85200,0,1260
SWMA,SWMA0xSWE,SWE,EU,100.000,85200,0,1260
SWNO,SWNO0xSWE,SWE,EU,100.000,85200,0,1260
SWNY,SWNY0xSWE,SWE,EU,100.000,85200,0,1260
SWOB,SWOB0xSWE,SWE,EU,100.000,85200,0,1260
SWOK,SWOK0xSWE,SWE,EU,100.000,85200,0,1260
SWOS,SWOS0xSWE,SWE,EU,100.000,85200,0,1260
SWSG,SWSG0xSWE,SWE,EU,100.000,85200,0,1260
SWSK,SWSK0xSWE,SWE,EU,100.000,85200,0,1260
SWST,SWST0xSWE,SWE,EU,100.000,85200,0,1260
SWUD,SWUD0xSWE,SWE,EU,100.000,85200,0,1260
SWVA,SWVA0xSWE,SWE,EU,100.000,85200,0,1260
