site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
FIIV,FIIV0xFIN,FIN,EU,100.000,86460,0,0
FIJM,FIJM0xFIN,FIN,EU,0.000,0,86460,0
FIJO,FIJO0xFIN,FIN,EU,100.000,86460,0,0
FIKL,FIKL0xFIN,FIN,EU,100.000,86460,0,0
FIKM,FIKM0xFIN,FIN,EU,100.000,86460,0,0
FILA,FILA0xFIN,FIN,EU,100.000,86460,0,0
FILV,FILV0xFIN,FIN,EU,100.000,86460,0,0
FIMU,FIMU0xFIN,FIN,EU,100.000,86460,0,0
FINA,FINA0xFIN,FIN,EU,100.000,86460,0,0
FISU,FISU0xFIN,FIN,EU,100.000,86460,0,0
FITA,FITA0xFIN,FIN,EU,100.000,86460,0,0
FIUU,FIUU0xFIN,FIN,EU,100.000,86460,0,0
FRAC,FRAC0xFRA,FRA,EU,100.000,86460,0,0
FRAR,FRAR0xFRA,FRA,EU,100.000,86460,0,0
FRBD,FRBD0xFRA,FRA,EU,100.000,86460,0,0
FRBE,FRBE0xFRA,FRA,EU,100.000,86460,0,0
FRBY,FRBY0xFRA,FRA,EU,100.000,86460,0,0
FRCB,FRCB0xFRA,FRA,EU,100.000,86460,0,0
FRCH,FRCH0xFRA,FRA,EU,100.000,86460,0,0
FRCO,FRCO0xFRA,FRA,EU,100.000,86460,0,0
FRDI,FRDI0xFRA,FRA,EU,100.000,86460,0,0
FRDL,FRDL0xFRA,FRA,EU,100.000,86460,0,0
FRDU,FRDU0xFRA,FRA,EU,100.000,86460,0,0
FRGE,FRGE0xFRA,FRA,EU,100.000,86460,0,0
FRHR,FRHR0xFRA,FRA,EU,100.000,86460,0,0
FRHV,FRHV0xFRA,FRA,EU,100.000,86460,0,0
FRLA,FRLA0xFRA,FRA,EU,100.000,86460,0,0
FRLM,FRLM0xFRA,FRA,EU,100.000,86460,0,0
FRLO,FRLO0xFRA,FRA,EU,100.000,86460,0,0
FRMC,FRMC0xFRA,FRA,EU,100.000,86460,0,0
FRMG,FRMG0xFRA,FRA,EU,0.000,0,86460,0
FRMO,FRMO0xFRA,FRA,EU,100.000,86460,0,0
FRNA,FRNA0xFRA,FRA,EU,100.000,86460,0,0
FRNI,FRNI0xFRA,FRA,EU,100.000,86460,0,0
FRPE,FRPE0xFRA,FRA,EU,100.000,86460,0,0
FRPT,FRPT0xFRA,FRA,EU,100.000,86460,0,0
FRRF,FRRF0xFRA,FRA,EU,100.000,86460,0,0
FRRO,FRRO0xFRA,FRA,EU,100.000,86460,0,0
FRSG,FRSG0xFRA,FRA,EU,100.000,86460,0,0
FRVA,FRVA0xFRA,FRA,EU,100.000,86460,0,0
GBCC,GBCC0xGBR,GBR,EU,100.000,86460,0,0
GBCD,GBCD0xGBR,GBR,EU,100.000,86460,0,0
GBCT,GBCT0xGBR,GBR,EU,100.000,86460,0,0
GBDB,GBDB0xGBR,GBR,EU,100.000,86460,0,0
GBGY,GBGY0xGBR,GBR,EU,100.000,86460,0,0
GBKS,GBKS0xGBR,GBR,EU,100.000,86460,0,0
GBLH,GBLH0xGBR,GBR,EU,100.000,86460,0,0
GBLP,GBLP0xGBR,GBR,EU,100.000,86460,0,0
GBNQ,GBNQ0xGBR,GBR,EU,100.000,86460,0,0
GBOB,GBOB0xGBR,GBR,EU,100.000,86460,0,0
GBPH,GBPH0xGBR,GBR,EU,100.000,86460,0,0
GBSA,GBSA0xGBR,GBR,EU,100.000,86460,0,0
GBSB,GBSB0xGBR,GBR,EU,100.000,86460,0,0
GBTA,GBTA0xGBR,GBR,EU,100.000,86460,0,0
GBUS,GBUS0xGBR,GBR,EU,100.000,86460,0,0
GBWH,GBWH0xGBR,GBR,EU,100.000,86460,0,0
GRCH,GRCH0xGRC,GRC,EU,100.000,86460,0,0
GRFO,GRFO0xGRC,GRC,EU,100.000,86460,0,0
GRHK,GRHK0xGRC,GRC,EU,100.000,86460,0,0
GRIG,GRIG0xGRC,GRC,EU,100.000,86460,0,0
GRKE,GRKE0xGRC,GRC,EU,100.000,86460,0,0
GRKL,GRKL0xGRC,GRC,EU,100.000,86460,0,0
GRKV,GRKV0xGRC,GRC,EU,100.000,86460,0,0
GRLB,GRLB0xGRC,GRC,EU,100.000,86460,0,0
GRNX,GRNX0xGRC,GRC,EU,100.000,86460,0,0
GROS,GROS0xGRC,GRC,EU,100.000,86460,0,0
GRPS,GRPS0xGRC,GRC,EU,100.000,86460,0,0
GRRO,GRRO0xGRC,GRC,EU,100.000,86460,0,0
GRSA,GRSA0xGRC,GRC,EU,100.000,86460,0,0
GRTA,GRTA0xGRC,GRC,EU,100.000,86460,0,0
GRVO,GRVO0xGRC,GRC,EU,100.000,86460,0,0
HRLA,HRLA0xHRV,HRV,EU,100.000,86460,0,0
HRPL,HRPL0xHRV,HRV,EU,100.000,86460,0,0
HRSB,HRSB0xHRV,HRV,EU,100.000,86460,0,0
HRVV,HRVV0xHRV,HRV,EU,100.000,86460,0,0
HUBU,HUBU0xHUN,HUN,EU,100.000,86460,0,0
HUNY,HUNY0xHUN,HUN,EU,100.000,86460,0,0
HUSZ,HUSZ0xHUN,HUN,EU,100.000,86460,0,0
HUVE,HUVE0xHUN,HUN,EU,100.000,86460,0,0
IRBA,IRBA0xIRL,IRL,EU,100.000,86460,0,0
IRCO,IRCO0xIRL,IRL,EU,100.000,86460,0,0
IRDU,IRDU0xIRL,IRL,EU,100.000,86460,0,0
IREN,IREN0xIRL,IRL,EU,100.000,86460,0,0
IRLD,IRLD0xIRL,IRL,EU,100.000,86460,0,0
IRWA,IRWA0xIRL,IRL,EU,100.000,86460,0,0
ITAL,ITAL0xITA,ITA,EU,100.000,86460,0,0
ITAN,ITAN0xITA,ITA,EU,100.000,86460,0,0
ITAP,ITAP0xITA,ITA,EU,100.000,86460,0,0
ITBI,ITBI0xITA,ITA,EU,100.000,86460,0,0
ITCA,ITCA0xITA,ITA,EU,100.000,86460,0,0
ITCI,ITCI0xITA,ITA,EU,100.000,86460,0,0
ITDO,ITDO0xITA,ITA,EU,100.000,86460,0,0
ITFO,ITFO0xITA,ITA,EU,100.000,86460,0,0
ITLE,ITLE0xITA,ITA,EU,100.000,86460,0,0
ITMA,ITMA0xITA,ITA,EU,100.000,86460,0,0
ITMI,ITMI0xITA,ITA,EU,100.000,86460,0,0
ITMS,ITMS0xITA,ITA,EU,100.000,86460,0,0
ITPT,ITPT0xITA,ITA,EU,100.000,86460,0,0
ITRA,ITRA0xITA,ITA,EU,100.000,86460,0,0
ITRG,ITRG0xITA,ITA,EU,100.000,86460,0,0
ITRS,ITRS0xITA,ITA,EU,100.000,86460,0,0
ITSA,ITSA0xITA,ITA,EU,100.000,86460,0,0
ITSC,ITSC0xITA,ITA,EU,100.000,86460,0,0
ITSL,ITSL0xITA,ITA,EU,0.000,0,86460,0
ITSP,ITSP0xITA,ITA,EU,100.000,86460,0,0
ITTE,ITTE0xITA,ITA,EU,100.000,86460,0,0
ITTP,ITTP0xITA,ITA,EU,100.000,86460,0,0
ITTR,ITTR0xITA,ITA,EU,100.000,86460,0,0
ITVE,ITVE0xITA,ITA,EU,100.000,86460,0,0
LVRI,LVRI0xLVA,LVA,EU,100.000,86460,0,0
NLBR,NLBR0xNLD,NLD,EU,100.000,86460,0,0
NLMM,NLMM0xNLD,NLD,EU,100.000,86460,0,0
NLUL,NLUL0xNLD,NLD,EU,100.000,86460,0,0
NOAL,NOAL0xNOR,NOR,EU,100.000,86460,0,0
NOBE,NOBE0xNOR,NOR,EU,100.000,86460,0,0
NOBR,NOBR0xNOR,NOR,EU,100.000,86460,0,0
NOGE,NOGE0xNOR,NOR,EU,100.000,86460,0,0
NOHA,NOHA0xNOR,NOR,EU,100.000,86460,0,0
NOKR,NOKR0xNOR,NOR,EU,100.000,86460,0,0
NOKU,NOKU0xNOR,NOR,EU,100.000,86460,0,0
NOLF,NOLF0xNOR,NOR,EU,100.000,86460,0,0
NONO,NONO0xNOR,NOR,EU,100.000,86460,0,0
NOPG,NOPG0xNOR,NOR,EU,100.000,86460,0,0
NORO,NORO0xNOR,NOR,EU,100.000,86460,0,0
NOSE,NOSE0xNOR,NOR,EU,100.000,86460,0,0
NOSV,NOSV0xNOR,NOR,EU,100.000,86460,0,0
NOTR,NOTR0xNOR,NOR,EU,100.000,86460,0,0
NOVA,NOVA0xNOR,NOR,EU,100.000,86460,0,0
NOVI,NOVI0xNOR,NOR,EU,100.000,86460,0,0
POBI,POBI0xPOL,POL,EU,100.000,86460,0,0
POCH,POCH0xPOL,POL,EU,100.000,86460,0,0
POCZ,POCZ0xPOL,POL,EU,100.000,86460,0,0
PODA,PODA0xPOL,POL,EU,100.000,86460,0,0
POGD,POGD0xPOL,POL,EU,100.000,86460,0,0
POKL,POKL0xPOL,POL,EU,100.000,86460,0,0
POOL,POOL0xPOL,POL,EU,100.000,86460,0,0
POPO,POPO0xPOL,POL,EU,100.000,86460,0,0
POPR,POPR0xPOL,POL,EU,100.000,86460,0,0
POSU,POSU0xPOL,POL,EU,100.000,86460,0,0
POTU,POTU0xPOL,POL,EU,100.000,86460,0,0
POWA,POWA0xPOL,POL,EU,100.000,86460,0,0
POWW,POWW0xPOL,POL,EU,100.000,86460,0,0
PRAC,PRAC0xPRT,PRT,EU,100.000,86460,0,0
PRBR,PRBR0xPRT,PRT,EU,100.000,86460,0,0
PRGU,PRGU0xPRT,PRT,EU,100.000,86460,0,0
PRLA,PRLA0xPRT,PRT,EU,99.306,85860,600,0
PRLB,PRLB0xPRT,PRT,EU,100.000,86460,0,0
PRLE,PRLE0xPRT,PRT,EU,100.000,86460,0,0
PRMA,PRMA0xPRT,PRT,EU,100.000,86460,0,0
PRMD,PRMD0xPRT,PRT,EU,100.000,86460,0,0
ROBC,ROBC0xROU,ROU,EU,100.000,86460,0,0
ROBO,ROBO0xROU,ROU,EU,100.000,86460,0,0
ROBR,ROBR0xROU,ROU,EU,100.000,86460,0,0
RODE,RODE0xROU,ROU,EU,100.000,86460,0,0
ROMA,ROMA0xROU,ROU,EU,100.000,86460,0,0
RONA,RONA0xROU,ROU,EU,0.000,0,86460,0
ROSG,ROSG0xROU,ROU,EU,100.000,86460,0,0
ROSI,ROSI0xROU,ROU,EU,100.000,86460,0,0
ROTM,ROTM0xROU,ROU,EU,100.000,86460,0,0
ROTU,ROTU0xROU,ROU,EU,100.000,86460,0,0
SVBB,SVBB0xSVK,SVK,EU,100.000,86460,0,0
SVKE,SVKE0xSVK,SVK,EU,0.000,0,86460,0
SWGA,SWGA0xSWE,SWE,EU,100.000,86460,0,0
SWGO,SWGO0xSWE,SWE,EU,100.000,86460,0,0
SWGV,SWGV0xSWE,SWE,EU,100.000,86460,0,0
SWHU,SWHU0xSWE,SWE,EU,100.000,86460,0,0
SWJO,SWJO0xSWE,SWE,EU,100.000,86460,0,0
SWKA,SWKA0xSWE,SWE,EU,100.000,86460,0,0
SWKR,SWKR0xSWE,SWE,EU,100.000,86460,0,0
SWLJ,SWLJ0xSWE,SWE,EU,100.000,86460,0,0
SWLU,SWLU0xSWE,SWE,EU,100.000,86460,0,0
SWMA,SWMA0xSWE,SWE,EU,100.000,86460,0,0
SWNO,SWNO0xSWE,SWE,EU,100.000,86460,0,0
SWNY,SWNY0xSWE,SWE,EU,100.000,86460,0,0
SWOB,SWOB0xSWE,SWE,EU,100.000,86460,0,0
SWOK,SWOK0xSWE,SWE,EU,100.000,86460,0,0
SWOS,SWOS0xSWE,SWE,EU,100.000,86460,0,0
SWSG,SWSG0xSWE,SWE,EU,100.000,86460,0,0
SWSK,SWSK0xSWE,SWE,EU,100.000,86460,0,0
SWST,SWST0xSWE,SWE,EU,100.000,86460,0,0
SWUD,SWUD0xSWE,SWE,EU,100.000,86460,0,0
SWVA,SWVA0xSWE,SWE,EU,100.000,86460,0,0
