site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
FRDL,FRDL0xFRA,FRA,EU,100.000,600720,0,4380
FRDU,FRDU0xFRA,FRA,EU,100.000,600720,0,4380
FRGE,FRGE0xFRA,FRA,EU,100.000,600720,0,4380
FRHR,FRHR0xFRA,FRA,EU,100.000,600720,0,4380
FRHV,FRHV0xFRA,FRA,EU,100.000,600720,0,4380
FRLA,FRLA0xFRA,FRA,EU,100.000,600720,0,4380
FRLM,FRLM0xFRA,FRA,EU,100.000,600720,0,4380
FRLO,FRLO0xFRA,FRA,EU,100.000,600720,0,4380
FRMC,FRMC0xFRA,FRA,EU,100.000,600720,0,4380
FRMG,FRMG0xFRA,FRA,EU,28.326,170160,430560,4380
FRMO,FRMO0xFRA,FRA,EU,100.000,600720,0,4380
FRNA,FRNA0xFRA,FRA,EU,100.000,600720,0,4380
FRNI,FRNI0xFRA,FRA,EU,100.000,600720,0,4380
FRPE,FRPE0xFRA,FRA,EU,100.000,600720,0,4380
FRPT,FRPT0xFRA,FRA,EU,99.900,600120,600,4380
FRRF,FRRF0xFRA,FRA,EU,100.000,600720,0,4380
FRRO,FRRO0xFRA,FRA,EU,100.000,600720,0,4380
FRSG,FRSG0xFRA,FRA,EU,100.000,600720,0,4380
FRVA,FRVA0xFRA,FRA,EU,100.000,600720,0,4380
GBCC,GBCC0xGBR,GBR,EU,100.000,600720,0,4380
GBCD,GBCD0xGBR,GBR,EU,100.000,600720,0,4380
GBCT,GBCT0xGBR,GBR,EU,100.000,600720,0,4380
GBDB,GBDB0xGBR,GBR,EU,100.000,600720,0,4380
GBGY,GBGY0xGBR,GBR,EU,100.000,600720,0,4380
GBKS,GBKS0xGBR,GBR,EU,100.000,600720,0,4380
GBLH,GBLH0xGBR,GBR,EU,100.000,600720,0,4380
GBLP,GBLP0xGBR,GBR,EU,100.000,600720,0,4380
GBNQ,GBNQ0xGBR,GBR,EU,100.000,600720,0,4380
GBOB,GBOB0xGBR,GBR,EU,100.000,600720,0,4380
GBPH,GBPH0xGBR,GBR,EU,100.000,600720,0,4380
GBSA,GBSA0xGBR,GBR,EU,100.000,600720,0,4380
GBSB,GBSB0xGBR,GBR,EU,99.680,598800,1920,4380
GBTA,GBTA0xGBR,GBR,EU,100.000,600720,0,4380
GBUS,GBUS0xGBR,GBR,EU,100.000,600720,0,4380
GBWH,GBWH0xGBR,GBR,EU,100.000,600720,0,4380
GRCH,GRCH0xGRC,GRC,EU,100.000,600720,0,4380
GRFO,GRFO0xGRC,GRC,EU,100.000,600720,0,4380
GRHK,GRHK0xGRC,GRC,EU,100.000,600720,0,4380
GRIG,GRIG0xGRC,GRC,EU,100.000,600720,0,4380
GRKE,GRKE0xGRC,GRC,EU,100.000,600720,0,4380
GRKL,GRKL0xGRC,GRC,EU,100.000,600720,0,4380
GRKV,GRKV0xGRC,GRC,EU,99.900,600120,600,4380
GRLB,GRLB0xGRC,GRC,EU,100.000,600720,0,4380
GRNX,GRNX0xGRC,GRC,EU,100.000,600720,0,4380
GROS,GROS0xGRC,GRC,EU,100.000,600720,0,4380
GRPS,GRPS0xGRC,GRC,EU,100.000,600720,0,4380
GRRO,GRRO0xGRC,GRC,EU,100.000,600720,0,4380
GRSA,GRSA0xGRC,GRC,EU,100.000,600720,0,4380
GRTA,GRTA0xGRC,GRC,EU,99.890,600060,660,4380
GRVO,GRVO0xGRC,GRC,EU,100.000,600720,0,4380
HRLA,HRLA0xHRV,HRV,EU,100.000,600720,0,4380
HRPL,HRPL0xHRV,HRV,EU,100.000,600720,0,4380
HRSB,HRSB0xHRV,HRV,EU,100.000,600720,0,4380
HRVV,HRVV0xHRV,HRV,EU,100.000,600720,0,4380
HUBU,HUBU0xHUN,HUN,EU,100.000,600720,0,4380
HUNY,HUNY0xHUN,HUN,EU,99.680,598800,1920,4380
HUSZ,HUSZ0xHUN,HUN,EU,100.000,600720,0,4380
HUVE,HUVE0xHUN,HUN,EU,23.462,140940,459780,4380
IRBA,IRBA0xIRL,IRL,EU,100.000,600720,0,4380
IRCO,IRCO0xIRL,IRL,EU,100.000,600720,0,4380
IRDU,IRDU0xIRL,IRL,EU,100.000,600720,0,4380
IREN,IREN0xIRL,IRL,EU,100.000,600720,0,4380
IRLD,IRLD0xIRL,IRL,EU,100.000,600720,0,4380
IRWA,IRWA0xIRL,IRL,EU,100.000,600720,0,4380
ITAL,ITAL0xITA,ITA,EU,100.000,600720,0,4380
ITAN,ITAN0xITA,ITA,EU,100.000,600720,0,4380
ITAP,ITAP0xITA,ITA,EU,100.000,600720,0,4380
ITBI,ITBI0xITA,ITA,EU,100.000,600720,0,4380
ITCA,ITCA0xITA,ITA,EU,100.000,600720,0,4380
ITCI,ITCI0xITA,ITA,EU,100.000,600720,0,4380
ITDO,ITDO0xITA,ITA,EU,100.000,600720,0,4380
ITFO,ITFO0xITA,ITA,EU,100.000,600720,0,4380
ITLE,ITLE0xITA,ITA,EU,100.000,600720,0,4380
ITMA,ITMA0xITA,ITA,EU,100.000,600720,0,4380
ITMI,ITMI0xITA,ITA,EU,100.000,600720,0,4380
ITMS,ITMS0xITA,ITA,EU,100.000,600720,0,4380
ITPT,ITPT0xITA,ITA,EU,100.000,600720,0,4380
ITRA,ITRA0xITA,ITA,EU,100.000,600720,0,4380
ITRG,ITRG0xITA,ITA,EU,100.000,600720,0,4380
ITRS,ITRS0xITA,ITA,EU,100.000,600720,0,4380
ITSA,ITSA0xITA,ITA,EU,100.000,600720,0,4380
ITSC,ITSC0xITA,ITA,EU,100.000,600720,0,4380
ITSL,ITSL0xITA,ITA,EU,67.359,404640,196080,4380
ITSP,ITSP0xITA,ITA,EU,100.000,600720,0,4380
ITTE,ITTE0xITA,ITA,EU,100.000,600720,0,4380
ITTP,ITTP0xITA,ITA,EU,100.000,600720,0,4380
ITTR,ITTR0xITA,ITA,EU,100.000,600720,0,4380
ITVE,ITVE0xITA,ITA,EU,100.000,600720,0,4380
LVRI,LVRI0xLVA,LVA,EU,100.000,600720,0,4380
NLBR,NLBR0xNLD,NLD,EU,100.000,600720,0,4380
NLMM,NLMM0xNLD,NLD,EU,100.000,600720,0,4380
NLUL,NLUL0xNLD,NLD,EU,100.000,600720,0,4380
NOAL,NOAL0xNOR,NOR,EU,100.000,600720,0,4380
NOBE,NOBE0xNOR,NOR,EU,100.000,600720,0,4380
NOBR,NOBR0xNOR,NOR,EU,100.000,600720,0,4380
NOGE,NOGE0xNOR,NOR,EU,99.900,600120,600,4380
NOHA,NOHA0xNOR,NOR,EU,100.000,600720,0,4380
